,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,0
0,-1.063474972,-0.980817521,-1.761560847,0.108386967,-0.811618003,-1.163564911,-3.191528169,2.050380766,0.591317825,-1.332081999,-0.938309628,0.789456996,-0.064524504,2.21259632,1.785003532,0.122233706,-0.493989531,-0.866779363,-0.022246342,0.396501743,0
1,-1.490246026,0.942312713,-1.118104452,-0.824274228,-0.704611157,-1.366103642,-3.247030972,2.500508291,-0.556795583,-2.45692816,-1.202120035,-0.625081331,-0.340570605,1.259042978,1.433063071,1.513582911,-0.142844724,0.073029314,-0.544095388,0.565018426,0
2,-0.722384304,0.570725039,-2.256267325,4.528862388,-1.267893021,-0.429677633,-1.155456249,-1.194786265,-0.636391389,0.501978395,-1.291470352,0.440036957,0.323781926,2.321261474,0.966608519,1.091843639,-0.666583167,-0.114785794,-0.751973734,-0.693306395,0
3,-0.095324517,-2.481222723,-2.193177676,-0.248111943,-1.743703209,-2.557628724,0.479216809,-0.77088984,-0.838043997,-1.442873887,-1.005019659,0.267268092,-0.184581228,1.573398745,1.944786307,0.454131686,-1.072503466,-0.257268421,-0.468197097,0.098374988,0
4,-0.03986826,-2.67774737,-2.025183098,-0.103825549,-1.752632998,-2.749501486,0.618323584,-0.590665515,-0.807503088,-1.283212952,-1.21824472,0.29602358,-0.065602596,1.575475271,2.125859846,0.508862466,-1.204117319,-0.078741223,-0.091800115,-0.067537963,0
5,-0.541905011,0.115314922,-1.779235724,3.785930354,-2.690334702,-2.033824086,1.595941986,-1.955201078,-0.173851443,-0.642193664,-0.982322276,0.21552028,0.343326908,2.520203798,0.995705127,0.870704233,-0.39015806,-0.317800647,-0.938845091,-0.560690187,0
6,0.88148314,-0.044523123,-2.187534867,-0.519854264,-0.838622787,-0.498902922,-2.903317552,1.987485397,1.684048445,-1.211406574,-2.425456791,1.042268533,-0.580218048,1.329763416,0.751996362,-0.573268346,-0.336795303,-0.291986624,-0.814483109,0.517642097,0
7,3.053386025,-1.223974345,-2.979024966,0.376059533,-0.287049864,0.263711097,-1.700424604,0.076814675,0.431016758,-0.600373936,-2.130031284,1.193118945,-2.270758088,-0.026499412,1.484423417,0.205026013,-1.295567176,-0.765473259,-0.457359012,0.771569897,0
8,1.242383248,0.833612025,-2.452726901,-1.066082334,-0.241259466,-0.491359014,-2.039473612,0.376757128,-1.355966731,-1.302872563,-3.065125305,-0.66994202,-0.995865855,-0.461929824,0.530742068,1.371118244,-0.840589538,1.460347849,-1.595411552,0.255415817,0
9,0.454712086,1.87860711,-1.544078472,-1.452515458,-0.731615941,-0.701441653,-2.958820355,2.437612921,0.535935037,-2.336252735,-2.689267198,-0.372269794,-0.856264149,0.376210075,0.400055901,0.818080858,0.014349504,0.647822054,-1.336332155,0.68615878,0
10,1.222573808,1.507019437,-2.682241344,3.900621157,-1.294897805,0.234984356,-0.867245632,-1.257681635,0.456339231,0.62265382,-2.778617515,0.692848494,-0.191911617,1.438428571,-0.066398651,0.396341586,-0.509388939,0.460006946,-1.544210501,-0.572166041,0
11,2.606805531,1.372563301,-2.565083015,4.410101829,-1.233681356,0.787515735,-0.583699428,-1.107496563,1.095209312,0.200306286,-2.107333901,1.141371133,-1.742849952,0.920305642,0.535342237,0.62159856,-0.61322177,-0.826005485,-0.928007007,0.112504722,0
12,3.692203858,1.599214008,-2.462249924,4.905638232,-0.861315613,1.028748269,-0.580919818,-1.166083689,1.185003888,-0.47213533,-0.603808425,1.17636891,-3.058717234,0.507613598,0.951863953,1.532460963,0.281817129,0.212060373,0.424775762,-0.616357349,0
13,1.819134369,2.417558387,-1.656434586,4.023668704,-1.724037831,0.577433096,-1.503046171,0.95335923,2.987111081,-0.833073886,-1.731475794,1.43904336,-1.603248247,1.758445541,0.404656071,0.068561175,0.241717273,-1.63853128,-0.66892761,0.543247685,0
14,1.061962433,-0.49993324,-1.710503267,-1.262786298,-2.261064468,-2.103049375,-0.151919317,1.227070584,2.146588391,-2.355578634,-2.116308716,0.817751855,-0.560673067,1.528705741,0.78109297,-0.794407752,-0.060370196,-0.495001478,-1.001354466,0.650258304,0
15,3.233865318,-1.679384461,-2.501993366,-0.366872501,-1.709491545,-1.340435356,1.050973631,-0.683600138,0.893556704,-1.744545996,-1.820883208,0.968602267,-2.251213107,0.172442913,1.513520025,-0.016113393,-1.019142069,-0.968488112,-0.64423037,0.904186105,0
16,0.635191379,1.423196994,-1.067046872,-2.195447492,-2.154057622,-2.305588106,-0.20742212,1.677198109,0.998474983,-3.480424795,-2.380119123,-0.596786471,-0.836719168,0.575152399,0.429152509,0.596941452,0.290774611,0.4448072,-1.523203512,0.818774987,0
17,1.403053101,1.05160932,-2.205209744,3.157689123,-2.717339486,-1.369162097,1.884152603,-2.018096448,0.918879177,-0.521518239,-2.469469439,0.468331817,-0.172366636,1.637370895,-0.037302043,0.17520218,-0.232963832,0.256992092,-1.731081858,-0.439549833,0
18,2.787284824,0.917153184,-2.088051414,3.667169795,-2.656123037,-0.816630717,2.167698807,-1.867911376,1.557749258,-0.943865773,-1.798185825,0.916854455,-1.723304971,1.119247966,0.564438845,0.400459154,-0.336796663,-1.029020338,-1.114878364,0.24512093,0
19,3.872683151,1.143803891,-1.985218324,4.162706198,-2.283757294,-0.575398184,2.170478417,-1.926498502,1.647543834,-1.616307389,-0.29466035,0.951852232,-3.039172253,0.706555922,0.980960561,1.311321557,0.558242236,0.009045519,0.237904405,-0.483741141,0
