,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,0
0,-1.063474972,-0.980817521,-1.761560849,0.108386965,-0.811618005,-1.163564915,-3.191528133,2.050380776,0.591317914,-1.332081997,-0.938309576,0.789456932,-0.064524945,2.212595276,1.785001301,0.122232293,-0.493987586,-0.866791101,-0.022237268,0.396491435,-0.240376134,0.495843827,0.398459144,-0.790275499,-0.312439986,0.125738247,0.448338464,0.227105714,-0.422545689,-0.2646453,0.026301154,0.099672655,0.116033558,-0.36341244,0.054199369,-0.003303588,0
1,-1.490246025,0.942312711,-1.118104457,-0.824274231,-0.704611171,-1.366103683,-3.24703083,2.500508306,-0.556795224,-2.456928016,-1.202119466,-0.625081065,-0.340572297,1.259042183,1.433058393,1.513579047,-0.142837028,0.073001763,-0.544078674,0.56496726,-0.137200154,-0.464582274,-0.093985721,-0.516583192,-0.060722965,0.075949187,0.344872964,0.106739754,-0.827599465,-0.286977686,-0.205764598,0.057610487,0.155752358,-0.276846443,0.067340289,0.005825838,0
2,-0.722384303,0.570725036,-2.256267333,4.528862382,-1.267893044,-0.429677705,-1.155456002,-1.194786253,-0.636390744,0.501978664,-1.291469351,0.440037327,0.3237788,2.321260345,0.966600934,1.091837199,-0.666570707,-0.114832896,-0.751944226,-0.69339189,-0.227724671,-0.239260322,-0.051502182,-0.6199187,-0.384955679,-0.062115102,0.465111397,0.152491381,-0.687347138,-0.319777047,-0.371586845,0.203890317,0.136358135,-0.372745916,0.073514254,0.00133812,0
3,-0.095324517,-2.481222724,-2.193177679,-0.248111945,-1.743703215,-2.557628742,0.479216891,-0.770889837,-0.83804377,-1.44287382,-1.005019404,0.267268034,-0.184582419,1.57339764,1.944782933,0.454129137,-1.0724995,-0.257289776,-0.468180585,0.098346152,-0.263983277,0.368195877,0.225864897,-0.713697704,-0.22594864,0.044656285,0.283252464,-0.239034661,-0.623776404,-0.320544433,0.009008368,0.113048381,0.030278823,-0.304887382,0.050034949,-0.032659512,0
4,-0.03986826,-2.67774737,-2.025183098,-0.10382555,-1.752632995,-2.749501483,0.618323568,-0.590665543,-0.807503086,-1.28321293,-1.218244787,0.296023331,-0.065602753,1.575475711,2.125861509,0.508863212,-1.204120421,-0.078736558,-0.091801004,-0.067522233,-0.926376899,-0.227611973,1.541474127,0.337488669,2.686574844,-0.671465165,0.944931691,1.26246522,-0.559746323,-0.299561854,-0.062760352,0.033573379,-0.344951166,-0.326387073,0.082013366,0.018740389,0
5,-0.54190501,0.11531492,-1.779235733,3.785930347,-2.690334724,-2.033824157,1.595942236,-1.955201071,-0.173850778,-0.642193388,-0.982321267,0.215520583,0.34332361,2.520202618,0.995697435,0.870697628,-0.390145684,-0.317849682,-0.938813314,-0.560778171,-0.08852474,-0.008854001,0.160243411,-0.620367579,-0.26054586,-0.069525397,0.329656819,-0.230566635,-0.693332579,-0.353079691,-0.320955274,0.208017053,0.06997753,-0.362163363,0.092001362,-0.007150678,0
6,0.881483139,-0.044523121,-2.187534861,-0.519854259,-0.838622774,-0.49890288,-2.903317718,1.987485399,1.684047987,-1.211406738,-2.425457398,1.042268519,-0.580215737,1.329764686,0.752001798,-0.573264105,-0.336802926,-0.291952035,-0.814508782,0.517692461,-0.456080339,0.798754205,0.815657494,-0.627461908,-0.399878062,0.17652472,0.614233612,0.118689474,1.153049735,0.17570666,0.110320699,-0.1723527,0.056230691,-0.281738561,0.027464302,0.011664325,0
7,3.053386025,-1.223974344,-2.979024964,0.376059534,-0.287049857,0.263711114,-1.700424681,0.076814658,0.431016572,-0.600373977,-2.130031529,1.19311886,-2.270757228,-0.026498273,1.484427035,0.205028332,-1.295571931,-0.765454114,-0.457373381,0.77159917,0.111267382,-1.229471456,-1.147316021,0.105457267,-0.144736653,0.111232485,0.372622025,0.232362573,0.728566242,0.072072136,0.007529571,-0.054100615,-0.177480505,-0.211594714,0.083275673,-0.064991048,0
8,1.242383248,0.833612024,-2.4527269,-1.066082332,-0.241259469,-0.491359022,-2.039473628,0.376757133,-1.355966802,-1.302872529,-3.065125201,-0.669941632,-0.995865372,-0.461928315,0.530744021,1.371119065,-0.840589304,1.46035894,-1.595424416,0.255409285,-0.515711432,-0.519726165,-0.06112721,-0.276742927,-0.186079514,0.053063993,0.481136691,-0.084758845,0.552750686,0.130777785,-0.189669409,-0.205165878,0.076575361,-0.14723006,0.017953694,-7.34E-05,0
